1.233899633811034596e-01 6.820655329955702655e+02 3.401233442347798785e+01
1.811116978826976254e-01 4.699576659006493173e+02 2.019784781195130208e+01
2.658356175100131669e-01 2.658456419064411875e+02 1.108778687197352575e+01
3.901933246890578744e-01 1.600256247051510456e+02 6.504422601289381767e+00
5.727254762096194440e-01 1.141865975213572284e+02 4.499688564636046273e+00
8.406460345289805680e-01 8.917645527196475541e+01 2.473836045794191474e+00
1.233899633811034402e+00 6.886142485660798229e+01 1.560658707353382635e+00
1.811116978826975643e+00 5.190311407373476271e+01 9.886148897017578152e-01
2.658356175100130780e+00 3.978799043030020499e+01 6.970513320421856118e-01
3.901933246890578744e+00 3.045845060323071607e+01 4.947845139276937920e-01
5.727254762096192664e+00 2.292902503801197867e+01 3.146635230797750205e-01
8.406460345289804792e+00 1.629618407299302518e+01 2.122918992740877864e-01
1.233899633811034491e+01 1.111921091774347836e+01 1.289117289028322566e-01
1.811116978826975554e+01 6.911557492034458683e+00 9.697563375898535232e-02
2.658356175100130514e+01 4.005939425897746986e+00 6.284752793366522872e-02
