8.406460345289805680e-01 1.453190113116634663e+01 3.991728200215711730e+00 6.507480170819379239e+00 9.632939421661356860e+00
1.233899633811034402e+00 1.303109783903114405e+01 2.460861008398181227e+00 2.370401916942808640e+01 7.419299738251813103e+00
1.811116978826975643e+00 7.788348140479421033e+00 9.145094504581573469e-01 -1.349719045368490633e+00 2.455566371931208192e+00
2.658356175100130780e+00 4.463320194775924676e+00 4.360448006301598234e-01 5.539407907614092075e+00 1.073584435149116167e+00
3.901933246890578744e+00 3.039372511817088451e+00 2.101237592961046619e-01 2.873665068927592880e+00 5.447738412394673713e-01
5.727254762096192664e+00 1.980082774458140626e+00 1.043681053504589562e-01 1.386708559999711543e+00 2.291214760582474252e-01
8.406460345289804792e+00 1.126565274794363525e+00 4.890489895729786818e-02 6.119356646390123888e-01 1.073664423318174410e-01
1.233899633811034491e+01 5.710991939746995483e-01 2.413865331637871439e-02 2.652196478164718929e-01 5.656098488903481963e-02
1.811116978826975554e+01 2.589666059811625565e-01 1.052617820196943312e-02 7.880437912160287439e-02 2.890403153035011122e-02
2.658356175100130514e+01 1.175545060776360673e-01 6.214945203106145982e-03 -1.918466654726106585e-02 1.374656489890990763e-02
